time,Latitude,Longitude,Altitude (m),Speed (km/h),Total distance (km),Target
2024-10-15 09:24:09,51.49275,-2.470655,109.7,38.7,5.877,3
2024-10-15 09:24:10,51.49266,-2.470583,109.7,39.1,5.888,3
2024-10-15 09:24:11,51.492577,-2.470518,109.7,37.3,5.898,3
2024-10-15 09:24:12,51.492493,-2.470457,109.8,36.7,5.908,3
2024-10-15 09:24:13,51.49241,-2.470397,109.9,37.2,5.919,3
2024-10-15 09:24:14,51.492325,-2.470329,109.9,36.6,5.929,3
2024-10-15 09:24:15,51.492256,-2.470246,109.8,34.7,5.938,3
2024-10-15 09:24:16,51.492195,-2.470141,109.5,35.7,5.948,3
2024-10-15 09:24:17,51.49214,-2.470019,109.5,37.3,5.959,3
2024-10-15 09:24:18,51.4921,-2.469886,109.3,37.5,5.969,3
2024-10-15 09:24:19,51.492058,-2.469753,109.2,36.8,5.979,3
2024-10-15 09:24:20,51.49201,-2.46963,109,36.5,5.989,3
2024-10-15 09:24:21,51.491943,-2.469525,109,36.9,6,3
2024-10-15 09:24:22,51.491863,-2.469442,108.9,38.3,6.01,3
2024-10-15 09:24:23,51.49177,-2.46939,108.8,39.6,6.021,3
2024-10-15 09:24:24,51.491665,-2.469376,108.8,42.4,6.033,3
